Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st,Chapter 09,Chittagong 2024,Board,"Cl. Stock cost Tk. $15,000$. If Market Value is Tk. $12,000$, effect on Gross Profit?","a) Decrease by $3k$

b) Increase by $3k$

c) Decrease by $12k$

d) Increase by $12k$",a,"We use the lower value ($12k$ instead of $15k$). Since Cl. Stock is subtracted from cost, a lower value means higher COGS, which decreases GP by $3,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2023,Board,Which of the following is a Revenue Income?,"a) Purchase

b) Wages

c) Sales

d) Sale of Furniture",c,Sales is the primary revenue income (মুনাফা জাতীয় আয়) for a trading business.
Accounting 1st,Chapter 09,Jessore 2023,Board,"What type of asset is ""Cash at Bank""?","a) Current Asset

b) Fixed Asset

c) Intangible Asset

d) Fictitious Asset",a,"Cash at bank is a liquid asset that can be used within a year, making it a Current Asset."
Accounting 1st,Chapter 09,Jessore 2023,Board,"To adjust Additional Capital in Balance Sheet—

i. Add to Investment

ii. Add to Cash

iii. Add to Capital","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Additional capital increases both the asset (Cash) and the liability toward the owner (Capital).
Accounting 1st,Chapter 09,Jessore 2023,Board,Which of the following is an Indirect Expense?,"a) Carriage Inward

b) Export Duty

c) Dock Charges

d) Import Duty",b,"Export duty (রপ্তানি শুল্ক) is a selling expense (indirect), while others are direct expenses related to purchase."
Accounting 1st,Chapter 09,Jessore 2023,Board,Which of the following is a Fictitious Asset?,"a) Accrued Income

b) Preliminary Exp

c) Prepaid Insur.

d) Accounts Rec.",b,"Preliminary expenses (প্রাথমিক খরচ) are capitalized costs with no resale value, classified as fictitious."
Accounting 1st,Chapter 09,Jessore 2023,Board,"Financial Statements include—

i. Income Statement

ii. Equity Statement

iii. Balance Sheet","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,These are the three core components of a complete set of financial statements at this level.
Accounting 1st,Chapter 09,Jessore 2023,Board,Which is a Revenue Income?,"a) Sub-let Rent

b) Apprentice Allow.

c) Unearned Rent

d) Profit on Asset Sale",a,Sub-let rent (উপভাড়া) is a regular operating/non-operating income for the business.
Accounting 1st,Chapter 09,Jessore 2023,Board,"Op. Stock $20k$, Cl. Stock $40k$, Pur. $90k$, Carriage Inward $10k$, Sales $1.2L$. Gross Profit?","a) $30,000$

b) $40,000$

c) $60,000$

d) $70,000$",b,"COGS = $20k+90k+10k-40k = 80k$. GP = $1,20,000 - 80,000 = 40,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2023,Board,"Based on Q109, what is the Cost of Goods Sold (COGS)?","a) $60,000$

b) $70,000$

c) $80,000$

d) $90,000$",c,"COGS = Opening Stock + Purchase + Carriage Inward - Closing Stock = $20k + 90k + 10k - 40k = 80,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2023,Board,"Under which heading is ""Mortgage Loan"" placed?","a) Reserve & Surplus

b) Current Liab

c) Provisions

d) Long-term Liab",d,"Mortgage loans are typically repaid over several years, classifying them as Long-term Liabilities."
Accounting 1st,Chapter 09,Dhaka 2023,Board,"Purposes of Income Statement are—

i. Determine GP/Loss

ii. Determine NP/Loss

iii. Determine Tax Liab","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,It measures operational performance and the resulting profit which is the base for tax calculation.
Accounting 1st,Chapter 09,Dhaka 2023,Board,"Ad exp $50k$, Free goods $10k$. Total Ad written off over $4$ years. Deferred Ad?","a) $12,500$

b) $15,000$

c) $37,500$

d) $45,000$",d,"Total = $60k$. Current Exp ($1/4$) = $15k$. Deferred ($3/4$) = $45,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2023,Board,"Sales incl. VAT $59,000$. Return $1,500$. Sales VAT amount?","a) $7,500$

b) $7,695$

c) $8,625$

d) $8,850$",a,"Net Sales = $59k - 1.5k = 57,500$. VAT = $57,500 \times 15/115 = 7,500$ Tk."
Accounting 1st,Chapter 09,Dhaka 2023,Board,Which group represents Fictitious Assets?,"a) Goodwill/Disc. on Share

b) Patent/Copyright

c) Trademark/Def. Ad

d) Prelim. Exp/Comm.",d,Preliminary expenses and Underwriter's commission are classic examples of fictitious assets.
Accounting 1st,Chapter 09,Dhaka 2023,Board,"Op. Stock $40k$, Net Pur. $1.5L$, Export Duty $15k$, Cl. Stock Cost $30k$. COGS?","a) $1,60,000$

b) $1,75,000$

c) $1,90,000$

d) $2,05,000$",a,"COGS = $40k + 1.5L - 30k = 1,60,000$ Tk. (Export duty is an indirect selling expense, so not in COGS)."
Accounting 1st,Chapter 09,Dhaka 2023,Board,"From Q116: If Cl. Stock Market Value is $20k$ and GP rate is $20\%$ on Sales, Gross Profit?","a) $40,000$

b) $42,500$

c) $46,250$

d) $47,500$",b,"New COGS = $40k+1.5L-20k = 1.7L$. If GP is $20\%$ on sales, it's $25\%$ on cost. GP = $1.7L \times 25\% = 42,500$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2023,Board,"Loan $1L$, Accrued Int $12k$, AP $40k$, Unearned Rent $40k$, Fixed Asset $3L$. Current Liab?","a) $52,000$

b) $92,000$

c) $1,00,000$

d) $1,92,000$",b,"Current Liab = Accrued Int ($12k$) + AP ($40k$) + Unearned Rent ($40k$) = $92,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2023,Board,"Based on Q118, what is the Total Liability of the firm?","a) $1,00,000$

b) $2,00,000$

c) $1,92,000$

d) $6,92,000$",c,"Total Liab = Loan ($1L$) + Current Liab ($92k$) = $1,92,000$ Tk. (Capital is owner's equity, not external liab)."
Accounting 1st,Chapter 09,Comilla 2023,Board,Which of the following is an Intangible Asset?,"a) Patent

b) Machine

c) Land

d) Furniture",a,Patent (পেটেন্ট) is an intangible asset; the rest are tangible fixed assets.
Accounting 1st,Chapter 09,Cumilla 2023,Board,"According to IAS-01, how many components are there in a complete set of Financial Statements?","a) $2$<br) b) $3$

c) $4$

d) $5$",d,"IAS-01 specifies 5 parts: Income Statement, Balance Sheet, Equity Statement, Cash Flow, and Notes."
Accounting 1st,Chapter 09,Cumilla 2023,Board,What is the primary objective of an Income Statement?,"a) Net Asset

b) Net Income/Loss

c) Gross Profit/Loss

d) Growth in Assets",b,The ultimate goal of the Income Statement is to determine the final Net Profit or Loss for the period.
Accounting 1st,Chapter 09,Cumilla 2023,Board,"Adjustments must be made in the Income Statement for—

i. Depreciation

ii. Bad Debt

iii. Loan taken","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Depreciation and Bad Debt are expenses. Taking a loan is a balance sheet (liability) item and not an adjustment for revenue/expense.
Accounting 1st,Chapter 09,Cumilla 2023,Board,"Purchase Tk. $1,00,000$; Op. Stock Tk. $10,000$; COGS Tk. $90,000$; Gross Profit Tk. $30,000$. Sales?","a) Tk. $1,00,000$

b) Tk. $1,20,000$

c) Tk. $17,000$

d) Tk. $1,00,000$",b,"Sales = COGS + Gross Profit = $90,000 + 30,000 = 1,20,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2023,Board,"Based on Q124, what is the amount of Closing Stock?","a) Tk. $15,000$

b) Tk. $20,000$

c) Tk. $25,000$

d) Tk. $30,000$",b,"Cl. Stock = (Op. Stock + Purchase) - COGS = ($10k + 100k$) - $90k = 20,000$ Tk."
Accounting 1st,Chapter 09,Chittagong 2023,Board,"Ad exp $30k$; Free goods $20k$. If $3/4$ is to be deferred, amount of Deferred Ad?","a) Tk. $7,500$

b) Tk. $12,500$

c) Tk. $22,500$

d) Tk. $37,500$",d,"Total Ad = $30k + 20k = 50k$. Deferred = $50,000 \times 3/4 = 37,500$ Tk."
Accounting 1st,Chapter 09,Chittagong 2023,Board,Which of the following is a Direct Expense?,"a) Rent

b) Wages

c) Commission

d) Advertisement",b,"Wages (মজুরি) are directly related to production or acquisition of goods, hence a direct expense."
Accounting 1st,Chapter 09,Chittagong 2023,Board,Sales $20k$; Op. Stock $5.5k$; Cl. Stock $2.5k$; Pur. $15k$; Carriage Inward $1k$. COGS?,"a) Tk. $13,000$

b) Tk. $14,000$

c) Tk. $17,000$

d) Tk. $19,000$",d,"COGS = $5.5k + 15k + 1k - 2.5k = 19,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2023,Board,"Effect of not recording a Revenue Expense at year-end—

i. GP increases

ii. NP increases

iii. Net Assets increase","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Omitting an indirect expense (like rent) doesn't affect GP, but it inflates NP and Equity (Net Assets)."
Accounting 1st,Chapter 09,Sylhet 2023,Board,Which of the following is shown on the Liability side of the Balance Sheet?,"a) Unexpired Cost

b) Accrued Income

c) Prepaid Exp

d) Unearned Income",d,Unearned income (অনুপার্জিত আয়) is a liability because the service/product is yet to be delivered.
Accounting 1st,Chapter 09,Sylhet 2023,Board,"What is ""Allowance for Doubtful Accounts""?","a) Probable Inc

b) Probable Liab

c) Probable Asset

d) Probable Loss",d,It is a provision against a probable loss (সম্ভাব্য ক্ষতিপূরণ/সঞ্চিতি) from non-payment by debtors.
Accounting 1st,Chapter 09,Sylhet 2023,Board,Which of the following is an Intangible Asset?,"a) Disc. on Share

b) Deferred Ad

c) Goodwill

d) Preliminary Exp",c,Goodwill (সুনাম) is an intangible asset. Others in the list are fictitious assets (অলীক সম্পদ).
Accounting 1st,Chapter 09,Sylhet 2023,Board,Net Sales $6L$. Profit is $20\%$ on COGS. What is the COGS?,"a) Tk. $4,50,000$

b) Tk. $4,80,000$

c) Tk. $5,00,000$

d) Tk. $5,10,000$",c,"If COGS is $100\%$, Sales is $120\%$. $6,00,000 / 1.2 = 5,00,000$ Tk."
Accounting 1st,Chapter 09,Sylhet 2023,Board,"From Q133: If GP is $1L$ and Op. Exp is $60\%$ of GP, what is the Net Profit?","a) Tk. $60,000$

b) Tk. $48,000$

c) Tk. $40,000$

d) Tk. $36,000$",c,"GP = $6L - 5L = 1L$. Op. Exp = $1L \times 60\% = 60k$. NP = $1L - 60k = 40,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2023,Board,"Advanced Apprentice Premium is a/an—

i. Current Asset

ii. Current Liability

iii. Unearned Income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Apprentice premium is an income; receiving it in advance is a liability/unearned income.
Accounting 1st,Chapter 09,Barisal 2023,Board,"Ad exp $50,000$. If $2/5$ is written off, what is the Deferred Ad expense?","a) Tk. $10,000$

b) Tk. $20,000$

c) Tk. $30,000$

d) Tk. $50,000$",c,"Written off = $2/5$. Remaining Deferred = $3/5$. $50,000 \times 3/5 = 30,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2023,Board,"Op. Stock $10k$, Pur. $50k$, Cl. Stock $20k$, Carriage In $5k$, Wages $5k$. COGS?","a) Tk. $50,000$

b) Tk. $60,000$

c) Tk. $70,000$

d) Tk. $72,000$",a,"COGS = $10k + 50k + 5k + 5k - 20k = 50,000$ Tk. (Indirect expenses like rent/salary are excluded)."
Accounting 1st,Chapter 09,Barisal 2023,Board,"From Q137: Carriage Out $2k$, Salary $4k$ (-$500$ adv), Rent $1k$ (+$1k$ due). Total Indirect Exp?","a) Tk. $7,500$

b) Tk. $8,000$

c) Tk. $13,000$

d) Tk. $18,000$",a,"Ind. Exp = $2k$ (Carr. Out) + $3.5k$ (Net Salary) + $2k$ (Net Rent) = $7,500$ Tk."
Accounting 1st,Chapter 09,Barisal 2023,Board,"Ad $1.8L$, Free goods $20k$. Write-off over $4$ years. Ad expense for $2021$ in Income Statement?","a) Tk. $20,000$

b) Tk. $45,000$

c) Tk. $50,000$

d) Tk. $1,80,000$",c,"Total = $2,00,000$. Annual write-off ($1/4$) = $50,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2023,Board,From Q139: What will be the Deferred Ad in Balance Sheet for the year $2022$?,"a) Tk. $50,000$

b) Tk. $1,00,000$

c) Tk. $1,50,000$

d) Tk. $2,00,000$",b,"After $2021$ & $2022$ ($2$ years), $2/4$ is written off. Remaining $2/4 = 1,00,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"If $10\%$ depreciation for $6$ months is Tk. $2,000$, what is the total value of the asset?","a) $12,000$

b) $20,000$

c) $32,000$

d) $40,000$",d,"Annual Dep. = $2,000 \times 2 = 4,000$. Since rate is $10\%$, Asset Value = $4,000 / 0.10 = 40,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"Non-operating expenses are—

i. Int. on Bank Overdraft

ii. Apprentice Allowance

iii. Int. on Notes Payable","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"All three are financing costs or non-core business activities, hence non-operating expenses."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,Which of the following is a purchase-related expense?,"a) Insurance

b) Travel Exp

c) Purchase Discount

d) Carriage Inward",d,Carriage inward (ক্রয় পরিবহন) is directly added to the cost of purchasing goods.
Accounting 1st,Chapter 09,Dinajpur 2023,Board,Profit is $33 \frac{1}{3}\%$ on Sales. What is the profit rate on Cost?,"a) $16 \frac{2}{3}\%$

b) $20\%$

c) $25\%$

d) $50\%$",d,"$33 \frac{1}{3}\%$ on Sales is $1/3$rd. Thus, on Cost it is $1/2$ or $50\%$."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"Unearned Revenue Tk. $40,000$. If $3/5$ is earned, what is the Current Liability at year-end?","a) $16,000$

b) $24,000$

c) $32,000$

d) $40,000$",a,"Remaining Liability = $2/5$ of $40,000 = 16,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"What does ""Unearned Income"" represent?","a) Asset

b) Liability

c) Income

d) Expense",b,Unearned income is a liability because the service/good is still owed to the customer.
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"Op. Capital $1.7L$, Drawing $20k$, COGS $1.6L$, Sales $2.7L$, Net Profit $50k$. Owner's Equity?","a) $1,50,000$

b) $2,00,000$

c) $2,20,000$

d) $2,40,000$",b,"Equity = Op. Capital + NP - Drawing = $1,70,000 + 50,000 - 20,000 = 2,00,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2023,Board,"From Q147: If COGS was $10\%$ less, what would be the impact?

i. NP increases

ii. Sales increase

iii. Equity increases","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,Lower COGS increases profit (i) and thus increases equity (iii). It has no effect on Sales (ii).
Accounting 1st,Chapter 09,Mymensingh 2023,Board,What is the purpose of preparing the Statement of Owner's Equity?,"a) Find Add. Cap

b) Find Op. Cap

c) Find Closing Cap

d) Find Retained Earnings",c,It tracks the change from opening capital to closing capital (সমাপনী মূলধন) for the period.
Accounting 1st,Chapter 09,Mymensingh 2023,Board,"Started business with: Cash $50k$, Credit Purchase $25k$, $10\%$ Loan $50k$. Opening Capital?","a) $25,000$

b) $50,000$

c) $75,000$

d) $1,25,000$",a,"Capital = Assets (Cash $50k$) - Liab (AP $25k$ + Loan $50k$) = ... Wait, logic: Capital = Assets $50k$ - Liab $25k$ (Loan is usually cash). Result: $25,000$."
Accounting 1st,Chapter 09,Mymensingh 2023,Board,"From Q150: If Loan interest is not recorded, effect on Financial Statements?

i. Exp ↓ $5k$

ii. Liab ↓ $5k$

iii. Equity ↓ $5k$","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Omitting interest means expenses are understated (i) and liabilities (interest payable) are understated (ii).
Accounting 1st,Chapter 09,Mymensingh 2023,Board,"Sales $2L$, GP $75k$, Cl. Stock $15k$, Net Purchase $1.3L$. Opening Stock?","a) $10,000$

b) $20,000$

c) $40,000$

d) $70,000$",a,"COGS = $2L - 75k = 1.25L$. Op. Stock = COGS + Cl. Stock - Purchase = $1.25L + 15k - 1.3L = 10,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2023,Board,"From Q152: If Closing Stock value is increased by $5,000$ then—

i. Op. Stock increases

ii. Current Asset increases

iii. Equity increases","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Increased Cl. Stock increases Current Assets (ii) and decreases COGS, which increases Profit/Equity (iii)."
Accounting 1st,Chapter 09,Jessore 2022,Board,"Cl. Stock Cost $1.5L$, Market $1.7L$. Includes $6k$ fire loss (insured) and $4k$ unused stationery. Cl. Stock in BS?","a) $1,40,000$

b) $1,44,000$

c) $1,46,000$

d) $1,60,000$",a,"Cl. Stock = Cost ($1.5L$) - Fire Loss ($6k$) - Stationery ($4k$) = $1,40,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2022,Board,"From Q154: Fire loss $6k$, Insurance covers $50\%$. Net fire loss in Income Statement?","a) $6,000$

b) $4,000$

c) $3,000$

d) $2,000$",c,"Net Fire Loss = Total Loss ($6k$) - Insurance Claim ($3k$) = $3,000$ Tk."
Accounting 1st,Chapter 09,Jessore 2022,Board,"Fixed Assets $60k$, Total Liab $50k$, Equity $90k$. Current Assets?","a) $20,000$

b) $80,000$

c) $1,00,000$

d) $2,00,000$",b,"Total Assets = Liab + Equity = $50k + 90k = 1.4L$. Current Assets = $1.4L - 60k = 80,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2022,Board,Which of the following is NOT shown in Financial Statements?,"a) Capital Reserve

b) Special Reserve

c) General Reserve

d) Secret Reserve",d,Secret reserves (গোপন সঞ্চিতি) are intentionally hidden and not disclosed in financial reports.
Accounting 1st,Chapter 09,Dhaka 2022,Board,Op. Stock + Net Purchase + Carriage Inward - Cl. Stock = ?,"a) Sales

b) COGS

c) Cost Price

d) Production Cost",b,This is the standard formula for Cost of Goods Sold (বিক্রীত পণ্যের ব্যয়).
Accounting 1st,Chapter 09,Dhaka 2022,Board,"Cl. Stock cost $40k$, Market value $50k$. Amount to be in Financial Statements?","a) $40,000$

b) $90,000$

c) $50,000$

d) $10,000$",a,"According to the Prudence/Conservatism principle, the lower of cost or market value is taken."
Accounting 1st,Chapter 09,Dhaka 2022,Board,"Based on Q159, which principle was followed in valuing closing stock?","a) Cost Principle

b) Periodicity

c) Entity Concept

d) Conservatism",d,Conservatism Principle (রক্ষণশীলতার নীতি) ensures assets are not overstated and liabilities not understated.
Accounting 1st,Chapter 09,Dhaka 2022,Board,Net Profit of a business organization indicates—,"a) Asset

b) External Liab

c) Internal Liab

d) Production",c,"Net profit belongs to the owner, increasing their equity. Thus, it is an Internal Liability (অভ্যন্তরীণ দায়)."
Accounting 1st,Chapter 09,Dhaka 2022,Board,"Op. Stock $10k$, Cl. Stock $15k$, Carriage In $1k$, Carriage Out $500$, Purchase $50k$, Sales $1L$, Rent $1.5k$. Gross Profit?","a) $50,000$

b) $54,000$

c) $60,000$

d) $45,000$",b,"COGS = $10k+50k+1k-15k = 46k$. GP = $1,00,000 - 46,000 = 54,000$ Tk."
Accounting 1st,Chapter 09,Dhaka 2022,Board,From Q162: What is the total Indirect Expense?,"a) $1,00,000$

b) $2,000$

c) $2,500$

d) $10,000$",b,"Indirect Exp = Carriage Out ($500$) + Rent ($1.5k$) = $2,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2022,Board,"COGS $6L$, Op. Exp $55k$, Int. on Cap $20k$, Profit rate $20\%$ on Sales. Sales price?","a) $2,50,000$

b) $7,00,000$

c) $7,20,000$

d) $7,50,000$",d,"If GP is $20\%$ on Sales, it's $25\%$ on Cost. Sales = $6,00,000 \times 1.25 = 7,50,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2022,Board,From Q164: What is the Net Profit?,"a) $75,000$

b) $1,05,000$

c) $1,20,000$

d) $5,25,000$",a,"GP = $7.5L - 6L = 1.5L$. NP = $1.5L - 55k$ (Op Exp) - $20k$ (Non-Op Exp) = $75,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2022,Board,"Closing Cap $30k$, which is $20\%$ less than Op. Cap. If Interest on Cap is $5\%$, what is the interest amount?","a) $1,20,000$

b) $1,800$

c) $1,500$

d) $1,875$",d,"Op. Cap = $30k / 0.80 = 37,500$. Interest = $37,500 \times 5\% = 1,875$ Tk."
Accounting 1st,Chapter 09,Cumilla 2022,Board,Why does the Balance Sheet match (A=L+E)?,"a) Double Entry System

b) Trial Balance Match

c) Accounting Cycle

d) All Transactions Recorded",a,The fundamental principle of double-entry bookkeeping ensures that total assets always equal total liabilities and equity.
Accounting 1st,Chapter 09,Cumilla 2022,Board,"TB: Insurance $2,400$ paid annually on March 31. Insurance expense in Income Statement?","a) $1,600$

b) $1,800$

c) $2,400$

d) $3,000$",b,"Paid for Apr-Mar ($12$ months). Year ends Dec. Months used = $9$. Exp = $2,400 \times 9/12 = 1,800$ Tk."
Accounting 1st,Chapter 09,Cumilla 2022,Board,"Financial Statements provide info on—

i) Financial Results

ii) Financial Position

iii) Cash Flows","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,These are the core outputs of a complete set of financial reports.
Accounting 1st,Chapter 09,Cumilla 2022,Board,"Capital $5L$, $12\%$ Loan $1L$, Accrued Int $12k$, AP $40k$, Unearned Rent $4k$. Current Liab?","a) $52,000$

b) $56,000$

c) $1,00,000$

d) $1,56,000$",b,"Current Liab = Accrued Int ($12k$) + AP ($40k$) + Unearned Rent ($4k$) = $56,000$ Tk."
Accounting 1st,Chapter 09,Cumilla 2022,Board,From Q170: What is the Total Asset of the firm?,"a) $5,00,000$

b) $6,00,000$

c) $6,56,000$

d) $8,00,000$",c,"Total Assets = Capital ($5L$) + Loan ($1L$) + Current Liab ($56k$) = $6,56,000$ Tk."
Accounting 1st,Chapter 09,Chittagong 2022,Board,Which of the following is a Current Asset?,"a) Acc. Dep.

b) Cash Account

c) $10\%$ Investment

d) Machinery",b,Cash (নগদান) is the most liquid current asset.
Accounting 1st,Chapter 09,Chittagong 2022,Board,Which of the following is shown in the Income Statement?,"a) Prepaid Exp

b) Expense Paid

c) Accrued Exp

d) Accrued Income",b,Actual expenses incurred during the period (Paid +/- Adjustments) are shown in the Income Statement.
Accounting 1st,Chapter 09,Chittagong 2022,Board,Total Loan $70k$. $20k$ to be paid next year. Long-term Liability?,"a) $20,000$

b) $50,000$

c) $70,000$

d) $90,000$",b,"Long-term Liab = Total Loan - Current portion = $70k - 20k = 50,000$ Tk."
Accounting 1st,Chapter 09,Chittagong 2022,Board,"Ad exp $20,000$. If $3/5$ is written off, what is the Deferred Ad expense?","a) $4,000$

b) $8,000$

c) $12,000$

d) $16,000$",b,"Written off = $3/5$. Deferred = $2/5$ of $20,000 = 8,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2022,Board,Cost of Goods Sold + Gross Profit = ?,"a) Purchase

b) Sales

c) Op. Exp

d) Op. Inc",b,This is the basic income statement formula for a trading concern.
Accounting 1st,Chapter 09,Barisal 2022,Board,"Paid $2/3$ of Factory Exp = Tk. $4,000$. Amount of Accrued Factory Expense?","a) $2,000$

b) $4,000$

c) $6,000$

d) $12,000$",a,"$2/3 = 4k$, so $1/3 = 2k$. Total = $6k$. Accrued (remaining $1/3$) = $2,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2022,Board,"Profitless Sales is deducted from—

i) Purchase

ii) Cl. Stock

iii) Sales","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,Profitless sales (মুনাফাবিহীন বিক্রয়) must be deducted from both Net Sales and Net Purchase.
Accounting 1st,Chapter 09,Barisal 2022,Board,Which is NOT a non-operating income?,"a) Int. on Drawing

b) Commission Rec.

c) Int. on Invest.

d) Sales Revenue",d,Sales revenue is the primary Operating Income of a business.
Accounting 1st,Chapter 09,Dinajpur 2022,Board,Result will be Net Income when—,"a) Asset > Liab

b) Asset > Inc

c) Exp > Inc

d) Inc > Exp",d,Net Income occurs when total revenues exceed total expenses for the period.
Accounting 1st,Chapter 09,Dinajpur 2022,Board,"If installation cost is debited to the wages account, what will be the effect on the Income Statement?","a) GP will decrease

b) NP will increase

c) Asset value increase

d) Total asset increase",a,"Installation cost is a capital exp. If debited to Wages (Direct Exp), COGS increases, causing Gross Profit (GP) to decrease."
Accounting 1st,Chapter 09,Dinajpur 2022,Board,What is the effect of charging a $5\%$ Bad Debt Provision on Accounts Receivable?,"a) Assets & Equity ↓

b) Assets & Equity ↑

c) Assets ↓, Equity ↑

d) Liab ↓, Equity ↑",a,Provision is an expense (Equity ↓) and it's deducted from AR (Assets ↓).
Accounting 1st,Chapter 09,Dinajpur 2022,Board,"Ad exp $40k$, Free goods $5k$. Write off $1/3$ of total. Deferred Advertisement amount?","a) $30,000$

b) $15,000$

c) $13,333$

d) $11,667$",a,"Total Ad = $45k$. Written off = $15k$ ($1/3$). Deferred = $30,000$ ($2/3$)."
Accounting 1st,Chapter 09,Dinajpur 2022,Board,"Result of free goods distribution—

i) GP decreases

ii) GP increases

iii) NP decreases","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,It reduces purchase (GP ↓) and increases ad expense (NP ↓).
Accounting 1st,Chapter 09,Dinajpur 2022,Board,"Profit is $25\%$ on Sales. COGS is Tk. $6,00,000$. Sales amount?","a) $6,50,000$

b) $7,00,000$

c) $7,50,000$

d) $8,00,000$",d,"If Profit is $25\%$ on Sales, COGS is $75\%$. Sales = $6,00,000 / 0.75 = 8,00,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2022,Board,From Q185: What is the amount of Gross Profit?,"a) $2,00,000$

b) $1,87,500$

c) $1,75,000$

d) $1,62,500$",a,"GP = Sales - COGS = $8,00,000 - 6,00,000 = 2,00,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2022,Board,Which of the following does NOT affect the total sum of the Balance Sheet?,"a) Drawing $8k$

b) Paid due exp $3k$

c) Collection from AR $4k$

d) Credit purchase $5k$",c,Collection from AR increases Cash and decreases AR by the same amount; total assets remain unchanged.
Accounting 1st,Chapter 09,Mymensingh 2022,Board,Which of the following is a Current Liability?,"a) Gen. Reserve

b) Prepaid Exp

c) Unearned Inc

d) Mortgage Loan",c,Unearned income (অগ্রিম আয়) is a liability until the service is provided.
Accounting 1st,Chapter 09,Mymensingh 2022,Board,"Salary paid $30k$, Accrued salary $20k$. Total Revenue Expense?","a) $10,000$

b) $20,000$

c) $30,000$

d) $50,000$",d,"According to the matching principle: Paid ($30k$) + Accrued ($20k$) = $50,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2022,Board,"Op. Stock $50k$, Purchase $1.5L$, Sales $2L$, Cl. Stock $80k$. Adjusted Purchase?","a) $80,000$

b) $1,00,000$

c) $1,20,000$

d) $2,20,000$",c,"Adj. Purchase = Op. Stock + Purchase - Cl. Stock = $50k + 1.5L - 80k = 1,20,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2022,Board,"From Q190: If Net Profit is $50k$, what is the Operating Expense?","a) $30,000$

b) $50,000$

c) $80,000$

d) $1,20,000$",a,"GP = Sales - Adj Pur = $2L - 1.2L = 80k$. Op Exp = GP - NP = $80k - 50k = 30,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2022,Board,Which of the following is a Non-operating Income?,"a) Sales

b) Int. on Mortgage

c) Purchase Disc.

d) Apprentice Premium",d,Apprentice Premium (শিক্ষানবিশ সেলামি) is a non-core revenue item for most businesses.
Accounting 1st,Chapter 09,Mymensingh 2022,Board,"Cap $5L$, Loan $1L$, Accrued Int $10k$, AP $50k$, Unearned Rent $20k$. Current Liab?","a) $50,000$

b) $60,000$

c) $70,000$

d) $80,000$",d,"Current Liab = Accrued Int ($10k$) + AP ($50k$) + Unearned Rent ($20k$) = $80,000$ Tk."
Accounting 1st,Chapter 09,Mymensingh 2022,Board,From Q193: What is the Total Current Asset of the firm?,"a) $3,00,000$

b) $3,80,000$

c) $4,00,000$

d) $5,00,000$",b,"Total Assets = Liab + Equity = ($1L + 80k$) + $5L = 6.8L$. Current Assets = $6.8L - 3L$ (Fixed) = $3,80,000$ Tk."
