Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,What primary factor dictates the specific structural size and physical dimensions of a plantation pit dug for a seedling?,Available space,Physical nature of the soil,Objectives of plantation,Genotypic species of the tree,d,"The dimensions (width and depth) of a plantation pit are governed by the specific tree species being planted. Deep taproot timber trees require large, deep pits, whereas shallow-rooted fruit cultivars or small shrubs can be accommodated in smaller pits."
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,Which of the following tree species is considered most structurally suitable for an integrated agroforestry (crop + tree) farming system?,Babla,Rain Tree,Krishnachura,Sissu,a,"Babla (Acacia nilotica) is excellent for agroforestry. It features a deep taproot that avoids surface nutrient competition with crops, a sparse canopy that allows sunlight penetration, and root nodules that fix atmospheric nitrogen to improve soil fertility."
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,What precise percentage of the total economic revenue earned from a social forestry harvest is legally deposited into the Tree Farming Fund (TFR)?,5%,10%,20%,80%,b,"Under the statutory rules governing social forestry operations in Bangladesh, exactly 10% of the total revenue generated from harvesting mature timber plots must be deposited into a dedicated Tree Farming Fund (TFR) to finance subsequent replanting activities."
2019,Agriculture 2nd Paper,5,Dhaka Board,Board,Which of the following represents a long-term strategic plan for crop production?,Crop Rotation,Crop Calendar,Crop Intensity,Crop Pattern,a,"Crop Rotation (শস্য পর্যায়) is a long-term systematic design where different types of crops are grown sequentially over 2 to 4 years on the same plot to preserve soil health, break pest cycles, and optimize resource efficiency."
2019,Agriculture 2nd Paper,5,Dhaka Board,Board,What is the primary and fundamental subject of discussion in agricultural economics?,Marketing of agricultural products,Agricultural credit,Production of agricultural products,Transportation of agricultural products,c,"While marketing, credit, and logistics are critical auxiliary branches, the core pillar of agricultural economics revolves around optimizing the efficient allocation of limited resources to maximize the physical production of crops and livestock."
2019,Agriculture 2nd Paper,5,Dhaka Board,Board,"Read the following stem and answer the question:

Rashid faces economic losses every year from farming his land. This year, he and his neighboring farmers jointly establish an organization with some special characteristics to achieve agricultural development.


Q. What is the name of the organization formed by Rashid and his fellow farmers?",Farmers' Society,Cooperative (Samabay),Farmers' Forum,Farmers' Organization,b,"A Cooperative (সমবায়) is an autonomous association of persons united voluntarily to meet their common economic, social, and cultural needs through a jointly-owned and democratically-controlled enterprise."
2019,Agriculture 2nd Paper,5,Dhaka Board,Board,"Read the following stem and answer the question:

Rashid faces economic losses every year from farming his land. This year, he and his neighboring farmers jointly establish an organization with some special characteristics to achieve agricultural development.


Q. What are the specific defining characteristics of the organization mentioned in the stem?


i. Personal freedom

ii. Mutual cooperation

iii. Honesty and equitable distribution


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"A true cooperative framework balances individual liberty (i) with collective operational strength. It functions based on democratic ideals, mutual help (ii), transparency, equity, and fair allocation of harvested profits among its active members (iii)."
2019,Agriculture 2nd Paper,5,Dhaka Board,Board,From which specific source do the farmers of Bangladesh historically acquire the largest volume of agricultural credit?,Relatives and friends,Brokers and middlemen (Bepari),Krishi Bank (Agricultural Bank),NGOs,c,"In terms of total institutional finance volume, specialized state-operated financial bodies like the Bangladesh Krishi Bank (BKB) provide the maximum chunk of direct formal capital loans to rural smallholders."
2018,Agriculture 2nd Paper,5,Combined Board,Board,A standard planned crop rotation cycle typically spans over how many years?,1-2 years,2-3 years,2-4 years,3-5 years,c,"According to standard agricultural agronomy manuals, a scientifically sound and balanced crop rotation framework is ideally structured over a dynamic timeline of 2 to 4 years to complete all rotational sequences safely."
2018,Agriculture 2nd Paper,5,Combined Board,Board,In which country of the world did the modern institutional concept of microcredit (small loans) originate first?,United States,Pakistan,India,Bangladesh,d,Bangladesh is globally celebrated as the birthplace of modern microcredit. The model was pioneered by Nobel Laureate Dr. Muhammad Yunus and the Grameen Bank to provide collateral-free microloans to the rural poor.
2018,Agriculture 2nd Paper,5,Combined Board,Board,"What are the core operating principles and constitutional ideals of a cooperative society?


i. Unity

ii. Cooperation

iii. Right to vote (Equal suffrage)


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"The operational foundations of cooperatives are defined globally by collective solidarity/unity (i), mutual group cooperation (ii), and a democratic governance structure where every member holds an equal voting right (iii) irrespective of capital share."
2018,Agriculture 2nd Paper,5,Combined Board,Board,"Read the following stem and answer the question:

Badi, instead of growing the exact same crop on his agricultural plot like previous years, cultivated three distinct types of crops. His harvested crop profile included rice, wheat, and pulses.


Q. What is this specific style of multi-crop cultivation methodology called?",Crop Cycle,Crop Rotation,Crop Pattern,Crop Calendar,b,"Badi's practice of growing diverse crops—specifically alternating heavy cereal feeders (rice, wheat) with nitrogen-fixing deep-rooted legumes (pulses)—is the definition of standard Crop Rotation (শস্য পর্যায়)."
2018,Agriculture 2nd Paper,5,Combined Board,Board,"Read the following stem and answer the question:

Badi, instead of growing the exact same crop on his agricultural plot like previous years, cultivated three distinct types of crops. His harvested crop profile included rice, wheat, and pulses.


Q. What are the economic and biological outcomes that Badi will experience by adopting this cultivation method?


i. The fertility status of the soil will improve

ii. Production costs will increase heavily

iii. Total yield and output will increase


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Alternating crops preserves soil nutrient balances and utilizes legume nodules to fix nitrogen, boosting natural fertility (i) and overall harvest yield (iii). It actually decreases total production costs by breaking pest cycles and lowering the need for chemical fertilizers, making statement ii false."
2017,Agriculture 2nd Paper,5,Combined Board,Board,"What is the structural term used to define the entirety of economic activities, systems, and financial transactions related to agriculture?",Agricultural Economics,Agricultural Commerce,Agricultural Management,Agricultural Production,a,"Agricultural Economics (কৃষি অর্থনীতি) is an applied social science discipline that specifically analyzes the entire production, distribution, management, and financial dynamics of the broader farming sector."
2017,Agriculture 2nd Paper,5,Combined Board,Board,"Read the following stem and answer the question:

Stranded by severe drought conditions on one side and a destructive stem borer pest infestation across his paddy fields on the other, a helpless Geda Mia approached Krishi Bank to secure an urgent agricultural loan.


Q. Apart from Krishi Bank, which of the following options represents a formal, institutional source of credit?",Faria (Middlemen),Government,Mohajon (Local Money-lender),Shopkeeper / Dealer,b,"Credit sources are split into formal/institutional and informal/non-institutional. Government bodies, state commercial banks, and co-op organizations are fully formal institutional credit providers, whereas Faria, Mohajon, and local merchants are informal."
2017,Agriculture 2nd Paper,5,Combined Board,Board,"Read the following stem and answer the question:

Stranded by severe drought conditions on one side and a destructive stem borer pest infestation across his paddy fields on the other, a helpless Geda Mia approached Krishi Bank to secure an urgent agricultural loan.


Q. Based on the specific environmental and biological crises detailed in the stem, what equipment will Geda Mia purchase using his loan capital?


i. Irrigation machinery

ii. Spray machine

iii. Power tiller


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Geda Mia is tackling a major drought, which demands an irrigation pump/machinery (i) to supply water, alongside a stem borer pest outbreak, which requires a knapsack spray machine (ii) to apply protective liquid pesticide. A power tiller (iii) is used for initial land tillage and does not resolve these active environmental threats."
