Subject,Chapter,Type,Category,q_text,opt_a,opt_b,opt_c,opt_d,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2021,board,Closing. Stock 65 TKkTK incl. fire loss 7 TKkTK (80 TK\%TK insured) and stationery 4 TKkTK. Actual Closing. Stock?,"54,000 TK","55,400 TK","68,000 TK","76,000 TK",a,"Closing. Stock = 65,000 TK - 7,000 TK - 4,000 TK = 54,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2021,board,From Q235: Impact on Income Statement? (Net Loss from Fire 20 TK\%TK),"Income ↓ 1,400 TK","Income ↑ 2,600 TK","Expense ↓ 2,600 TK","Expense ↑ 1,400 TK",d,"Fire loss (20 TK\%TK) = 1,400 TK. It is an expense that increases (ব্যয় বাড়বে ১,৪০০ TK টাকা).",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2021,board,The reason for the decrease in business capital is—,Sales ↑,NP ↑,Opening. Expense ↑,Gross Profit ↑,c,"Increase in expenses reduces net profit, which in turn reduces owner's equity/capital.",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2021,board,"Opening. Provision 3.5 TKkTK. Accounts Receivable 1.75 TKLTK, New Bad Debt 15 TKkTK. Charge 12 TK\%TK New Provision. Total Expense?","15,000 TK","20,580 TK","30,700 TK","39,420 TK",c,"New Prov = TK(1.75L - 15k) \times 12\% = 19.2kTK. Expense = 15 TKk + 19.2k - 3.5k = 30,700 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2021,board,"From Q238: Impact of Bad Debt adjustment?

i. NP ↓

ii. Accounts Receivable ↓

iii. Equity ↓",i & ii,ii & iii,i & iii,"i, ii & iii",d,"It reduces profit (i), book value of receivables (ii), and owner's capital (iii).",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Pur 50 TKkTK, Ship 6 TKkTK, Import 10 TKkTK, Sales 1 TKLTK, Return 3 TKkTK, Closing. Stock 15 TKkTK. Net Purchase?","47,000 TK","56,000 TK","60,000 TK","63,000 TK",a,"Net Purchase = Purchase (50 TKkTK) - Return (3 TKkTK) = 47,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Pur 50 TKkTK, Ship 6 TKkTK, Import 10 TKkTK, Sales 1 TKLTK, Return 3 TKkTK, Closing. Stock 15 TKkTK. Gross Profit?","50,000 TK","52,000 TK","67,000 TK","70,000 TK",b,"Net Pur = 47 TKkTK. Cost of Goods Sold = 47 TKk + 6k + 10k - 15k = 48,000 TK. Gross Profit = 1,00,000 TK - 48,000 TK = 52,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,What is 'Interest on Capital' for a business?,Income,Liability,Expense,Asset,c,It is a financial expense paid by the business to the owner for using their capital.,
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Cost of Goods Sold 40,000 TK. Profit is 25 TK\%TK on Cost. Sales price?","30,000 TK","40,000 TK","43,333 TK","50,000 TK",d,"Sales = Cost + Profit = 40,000 TK + (40,000 TK \times 25\%) = 50,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,Which of the following is a Current Liability?,Unearned Income,Mortgage Loan,Capital,Prepaid Expense,a,"Unearned income (অগ্রিম আয়) represents an obligation to serve, making it a current liability.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Trial Balance Wages 18 TKkTK, Accrued 4 TKkTK. Incl. installation wages 2 TKkTK. Actual wage expense?","18,000 TK","20,000 TK","22,000 TK","24,000 TK",b,"Expense = 18 TKkTK (Trial Balance) + 4 TKkTK (Accrued) - 2 TKkTK (Installation) = 20,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Examples of Current Assets—

i. Accounts Receivable

ii. Notes Receivable

iii. Accrued Income",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three are expected to be converted to cash or utilized within a year.,
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Result of free goods distribution—

i. Purchase ↑

ii. Purchase ↓

iii. Ad Expense ↑",i & ii,i & iii,ii & iii,"i, ii & iii",c,It reduces purchases (at cost) and increases advertising expenses.,
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2021,board,"Trial Balance Ad 90 TKkTK, Free goods 10 TKkTK. Write off over 4 years. Deferred Ad amount?","1,00,000 TK","90,000 TK","75,000 TK","25,000 TK",c,"Total Ad = 100 TKkTK. Write off (1 TK/4 TK) = 25 TKkTK. Deferred (3 TK/4 TK) = 75,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"Opening. Stock 50 TKkTK, Net Pur 1.5 TKLTK, Closing. Stock 30 TKkTK. Cost of Goods Sold?","1,00,000 TK","1,20,000 TK","1,70,000 TK","2,00,000 TK",c,"Cost of Goods Sold = 50,000 TK + 1,50,000 TK - 30,000 TK = 1,70,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"From Q249: If Closing. Stock market value is 20 TKkTK, impact on Gross Profit?",10 TKkTK ↑,10 TKkTK ↓,20 TKkTK ↑,20 TKkTK ↓,b,"Conservative principle: value at lower (20 TKkTK). Cost of Goods Sold increases by 10 TKkTK, so Gross Profit decreases by 10,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"Cost of Goods Sold 2.5 TKLTK, Opening. Expense 1 TKLTK, Apprentice Prem 30 TKkTK, Interest. on Capital 20 TKkTK. If Gross Profit is 1.5 TKLTK, Sales?","2,50,000 TK","3,00,000 TK","4,00,000 TK","5,00,000 TK",c,"Sales = Cost of Goods Sold + Gross Profit = 2,50,000 TK + 1,50,000 TK = 4,00,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"From Q251: If Gross Profit is 2 TKLTK, what is the Net Profit?","50,000 TK","1,00,000 TK","1,10,000 TK","1,50,000 TK",c,"NP = 2 TKLTK (Gross Profit) - 1 TKLTK (Opening Expense) + 30 TKkTK (Non-Opening Income) - 20 TKkTK (Non-Opening Expense) = 1,10,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"Non-operating expenses are—

i. Insurance

ii. Interest. on Loan

iii. Bank Charge",i,ii & iii,iii,"i, ii & iii",b,Insurance is an operating expense. Loan interest and bank charges are financial (non-operating) expenses.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,"Paid Rent (2 TK/3 TK portion) 8,00,000 TK. Amount of Accrued Rent?","2,667 TK","4,000 TK","5,333 TK","8,000 TK",b,"2 TK/3 = 8kTK. Total = 12 TKkTK. Accrued (1 TK/3 TK) = 4,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2021,board,Which of the following is an Intangible Asset?,Land,Trademark,Accounts Receivable,Prepaid Ins,b,Trademarks have value but no physical substance.,
Accounting 1st,Chapter 9 : Financial Statements,Mymensingh - 2021,board,Which of the following is included in Cost of Goods Sold?,Salary,Ship Rent,Carriage Out,Stationery,b,Ship rent (জাহাজ ভাড়া) is a direct cost related to purchase/import.,
Accounting 1st,Chapter 9 : Financial Statements,Mymensingh - 2021,board,What kind of liability is 'Accounts Payable'?,Current Liability,Long-term Liability,Internal Liability,Contingent Liability,a,It is a short-term obligation to suppliers.,
Accounting 1st,Chapter 9 : Financial Statements,Mymensingh - 2021,board,"Gross Profit is 7.5 TK\%TK of Sales. If Gross Profit is 15,000 TK, what is the Sales price?","1,12,500 TK","1,85,000 TK","2,00,000 TK","2,15,000 TK",c,"Sales = 15,000 TK / 0.075 = 2,00,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Mymensingh - 2021,board,Which of the following is a Fictitious Asset?,Goodwill,Share Discount,Machinery,Patent,b,Share discount (শেয়ার অবহার) is a fictitious asset with no realizable value.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2019,board,"From the Balance Sheet, we learn about—

i. Fixed & Current Assets

ii. Short & Long-term Liability

iii. Owner's Capital",i & ii,i & iii,ii & iii,"i, ii & iii",d,The Balance Sheet presents the full financial position of the business at a specific date.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2019,board,"Net Sales 12 TKLTK, Cost of Goods Sold 7.5 TKLTK, Operating Expense (20% of Sales) + 10 TKkTK, Non-operating Income 20 TKkTK. Net Profit?","2,20,000 TK","2,30,000 TK","2,40,000 TK","4,50,000 TK",a,"Gross Profit = 4.5 TKLTK. Opening Expense = 2.4 TKL + 10k = 2.5LTK. NP = 4.5 TKL - 2.5L + 20kTK (Non-Opening Income) = 2,20,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2019,board,"From Q261: If Sales increase by 10% and Cost of Goods Sold by 20%, what will be the Gross Profit?","1,80,000 TK","2,00,000 TK","4,20,000 TK","4,50,000 TK",c,"New Sales = 13.2 TKLTK. New Cost of Goods Sold = 7.5 TKL \times 1.2 = 9LTK. Gross Profit = 13.2 TKL - 9L = 4,20,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2019,board,What type of item is 'Bad Debt'?,Operating Expense,Non-operating Expense,Direct Expense,Deferred Expense,a,Bad debt (অনাদায়ী পাওনা) is considered a part of regular selling and administrative expenses.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2019,board,Which of the following is an Indirect Expense?,Carriage Inward,Dock Charge,Audit Fee,Import Duty,c,Audit fees are administrative (indirect) costs. Others are related to purchase (direct).,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2019,board,"Capital 1.2 TKLTK, Gen. Reserve 30 TKkTK, Loan 20 TKkTK, Creditors 45 TKkTK. What is the External Liability?","20,000 TK","50,000 TK","45,000 TK","65,000 TK",d,"External Liability = Loan (20 TKkTK) + Creditors (45 TKkTK) = 65,000 TK (Reserve/Capital are internal).",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2019,board,"Unearned Revenue 50 TKkTK. If 2 TK/5 TK is earned, what is the Current Liability at year-end?","20,000 TK","30,000 TK","40,000 TK","50,000 TK",b,"Earned = 20 TKkTK. Remaining liability = 50 TKk - 20k = 30,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2019,board,"Prepaid Insurance 2 TKkTK. If it expires, what's the impact on Financial Statements?

i. Prepaid ↓

ii. Current Asset ↓

iii. Ins. Expense ↓",i & ii,i & iii,ii & iii,"i, ii & iii",a,Expired insurance becomes an expense. This reduces the prepaid asset and total current assets.,
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2019,board,"Opening. Stock 50 TKkTK, Net Pur 1.25 TKLTK, Closing. Stock 15 TKkTK. Amount of Adjusted Purchase?","90,000 TK","1,10,000 TK","1,40,000 TK","1,60,000 TK",d,"Adj. Pur = Opening. Stock + Net Pur - Closing. Stock = 50 TKk + 1.25L - 15k = 1,60,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2019,board,"From Q268: If Closing. Stock market value is 10 TKkTK instead of 15 TKkTK, impact on Gross Profit?",5 TKkTK ↑,5 TKkTK ↓,10 TKkTK ↓,10 TKkTK ↑,b,"Per conservatism, Closing. stock decreases by 5 TKkTK. This increases Cost of Goods Sold and reduces Gross Profit by 5,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla  Board - 2019,board,"Credit purchase 2 TKLTK, Trade Discount 10%, VAT 15%. Payable VAT amount?","23,478 TK","26,087 TK","27,000 TK","35,000 TK",c,"Pur after discount = 1.8 TKLTK. VAT = 1.8 TKL \times 15\% = 27,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla  Board - 2019,board,"Components of Financial Statements (IAS-01) are—

i. IS & OE

ii. BS & CF

iii. Notes",i & ii,i & iii,ii & iii,"i, ii & iii",d,These are the 5 standard parts of financial reporting under IAS-1.,
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2019,board,"Non-operating expenses are—

i. Interest. on Invest (Income)

ii. Interest. on Loan

iii. Bank Charge",i & ii,i & iii,ii & iii,"i, ii & iii",c,Interest on investment is income. Interest on loan and bank charges are expenses.,
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2019,board,"Pur 2.8 TKLTK, Opening. Stock 10 TKkTK, Cost of Goods Sold 2.5 TKLTK, Gross Profit 40 TKkTK. Closing Stock?","30,000 TK","40,000 TK","70,000 TK","1,70,000 TK",b,"Closing. Stock = Opening. Stock + Pur - Cost of Goods Sold = 10 TKk + 2.8L - 2.5L = 40,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2019,board,From Q273: What is the amount of Sales?,"2,90,000 TK","2,40,000 TK","2,30,000 TK","2,20,000 TK",a,"Sales = Cost of Goods Sold + Gross Profit = 2,50,000 TK + 40,000 TK = 2,90,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2019,board,According to which IAS is the Financial Statement prepared?,IAS-1,IAS-2,IAS-7,IAS-27,a,IAS-1 governs the presentation of financial statements.,
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2019,board,"Sales 2.5 TKLTK, Pur 1.32 TKLTK, Carriage In 5 TKkTK, Admin Expense 25 TKkTK, Unsettled claim 10 TKkTK. Gross Profit?","80,000 TK","88,000 TK","1,18,000 TK","1,13,000 TK",d,"Cost of Goods Sold = 1.32 TKL + 5k = 1.37LTK. Gross Profit = 2.5 TKL - 1.37L = 1,13,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Sylhethet  Board - 2019,board,From Q276: Impact of the pending 10 TKkTK claim on the Balance Sheet?,No impact,"Liability ↑, OE ↓","Asset ↓, Liability ↓","Asset ↑, Liability ↑",a,"Unsettled claims are ""Contingent Liabilities"" and are only shown in footnotes, not the main table.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2019,board,"Opening. Capital 1.5 TKLTK, Drawing 10 TKkTK, Cost of Goods Sold 1.5 TKLTK, Sales 2.5 TKLTK, NP 60 TKkTK. Owner's Equity?","1,50,000 TK","1,80,000 TK","2,00,000 TK","2,10,000 TK",c,"OE = Opening. Capital + NP - Drawing = 1.5 TKL + 60k - 10k = 2,00,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2019,board,"From Q278: If Cost of Goods Sold was 10% less, what would be the impact?

i. NP ↑

ii. NP ↓

iii. OE ↑",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Lower Cost of Goods Sold increases Net Profit, which directly increases Owner's Equity.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2019,board,"Machine 60 TKkTK, Carriage 5 TKkTK, Installation 3 TKkTK. Depreciation 10%. Sold for 72 TKkTK. Revenue Expense?","6,000 TK","6,500 TK","6,800 TK","8,000 TK",c,"Total Cost = 68 TKkTK. Depreciation (10%) = 6,800 TK (Depreciation is a revenue expense).",
Accounting 1st,Chapter 9 : Financial Statements,Barishal Board - 2019,board,"Mr. Dalton purchased a machine for 60,000 TK. Transport and installation costs were 5,000 TK and 3,000 TK respectively. At the end of the year, 10% depreciation was charged. Due to a defect, the machine was sold for 72,000 TK. 

Q: What is the amount of Revenue Expenditure?","6,000 TK","6,500 TK","6,800 TK","8,000 TK",c,GAAP (Generally Accepted Accounting Principles) ensures consistency and comparability.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2019,board,"Cost of Goods Sold 1,00,000 TK. Profit is 20 TK\%TK on Sales. What is the Sales amount?","1,00,000 TK","1,16,667 TK","1,20,000 TK","1,25,000 TK",d,"20 TK\%TK on Sales = 25 TK\%TK on Cost. Sales = 1,00,000 TK \times 1.25 = 1,25,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2019,board,"Ad Expense 40 TKkTK, Free goods 10 TKkTK. To be written off over 4 years. Current year's expense?","50,000 TK","40,000 TK","12,500 TK","10,000 TK",c,"Total Ad = 50,000 TK. Expense = 50,000 TK / 4 = 12,500 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2019,board,From Q283: Amount of Deferred Advertisement at the end of the current year?,"10,000 TK","12,500 TK","25,000 TK","37,500 TK",d,"Deferred = Total (50 TKkTK) - Expense (12.5 TKkTK) = 37,500 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2019,board,"Trial Balance Stationery 7 TKkTK, Opening. Stock incl. 1 TKkTK, Closing. Stock 2 TKkTK. Stationery expense?","8,000 TK","7,000 TK","6,000 TK","5,000 TK",c,"Expense = 7,000 TK (Trial Balance) - 1,000 TK (Already in Opening. Stock) - 1,000 TK (Used from Closing. Stock) → actual used = 1 TKk + 7k - 2k = 6,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2019,board,From Q285: Unused stationery in the Balance Sheet?,"1,000 TK","2,000 TK","4,000 TK","5,000 TK",b,"Unused/Closing stationery is an asset. Here it is 2,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Commerce Board - 2018,college,"Salary in Trial Balance is 14,000 TK. Monthly salary is 1,500 TK. How much is Salaries Payable in the Balance Sheet?","1,500 TK","4,000 TK","14,000 TK","18,000 TK",b,"Annual Salary should be (1,500 TK \times 12 TK) = 18,000 TK. Paid is 14,000 TK. Payable = 18,000 TK - 14,000 TK = 4,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumilla Commerce Board - 2018,college,Which of the following is a purchase-related expense?,Insurance,Travel Expense,Purchase Discount,Carriage Inward,d,Carriage Inward (Purchase Transportation) is a direct expense added to the cost of purchases.,
Accounting 1st,Chapter 9 : Financial Statements,Cumillabined  Board - 2018,board,"Opening. Stock 33.5 TKkTK, Pur 60 TKkTK, Return 3 TKkTK, Disc 2 TKkTK. What is Net Purchase?","53,500 TK","65,000 TK","55,000 TK","98,500 TK",c,"Net Pur = Purchase (60 TKkTK) - Return (3 TKkTK) - Disc (2 TKkTK) = 55,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Cumillabined  Board - 2018,board,"Not included in Cost of Goods Sold—

i. Machine Carriage

ii. Office Expense

iii. Wage Expense",i & ii,ii & iii,i & iii,"i, ii & iii",a,Machine carriage is capital Expense; Office Expense is indirect. Wages are direct (included).,
Accounting 1st,Chapter 9 : Financial Statements,Cumillabined  Board - 2018,board,"If profit is 20 TK\%TK on Sales, what is the rate on Cost of Goods Sold?",50 TK\%TK,25 TK\%TK,33.33 TK\%TK,20 TK\%TK,b,Formula: TKRate / (100 - Rate) = 20/80 = 25\%TK.,
Accounting 1st,Chapter 9 : Financial Statements,"Govt. Commerce College, Chattogram Board - 2018",college,"Asset 5% commission must be paid on Net Profit before charging commission (Net Profit is 45,250 TK). Amount of commission?","2,155 TK","2,263 TK","2,500 TK","4,250 TK",b,"Commission = 45,250 TK \times 5\% = 2,262.5 TK \approx 2,263 TK.",
Accounting 1st,Chapter 9 : Financial Statements,All Board - 2018,board,"If unrecorded bad debts in 2015 are TK 4,000 TK (from a base of 60,000 TK debtors) and the policy is to maintain a 5% Bad Debt Provision and a 2% Discount Provision, what is the Provision for Discount?","1,200 TK","1,160 TK","1,080 TK","1,064 TK",d,"Provision for discount is calculated on ""Good Debtors"" (Net Debtors after deducting both new bad debts and the new bad debt provision).

TK(56,000 TK - 2,800 TK) \times 2\% = 1,064 TK.",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2017,board,Deferred Advertisement is a/an—,Current Asset,Expense,Fictitious Asset,Liability,c,It is a fictitious/imaginary asset (ভুয়া সম্পদ) as it has no realizable value.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2017,board,"Building 50 TKkTK, Furniture 20 TKkTK, Accounts Receivable 30 TKkTK, Stock 20 TKkTK, Cash 10 TKkTK, Accounts Payable 40 TKkTK. Current Assets?","50,000 TK","60,000 TK","70,000 TK","90,000 TK",b,"Current Assets = Accounts Receivable (30 TKkTK) + Stock (20 TKkTK) + Cash (10 TKkTK) = 60,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2017,board,"From Q291: If 5,000 TK is paid to Accounts Payable, impact on Capital at year-end?",5 TKkTK ↑,5 TKkTK ↓,10 TKkTK ↑,No impact,d,Paying a liability reduces Cash (Asset) and Accounts Payable (Liability); it does not affect Equity/Capital.,
Accounting 1st,Chapter 9 : Financial Statements,Dhaka  Board - 2017,board,Which is NOT a component of Financial Statements?,Retained Earnings,OE Statement,Cash Flow,Income Statement,a,Retained Earnings is part of 2nd paper (Company); standard 1st paper uses OE Statement.,
Accounting 1st,Chapter 9 : Financial Statements,Cumilla  Board - 2017,board,"If profit is 20 TK\%TK on Sales, what is the rate on Cost of Goods Sold?",16.67 TK\%TK,18 TK\%TK,25 TK\%TK,33.33 TK\%TK,c,(Same logic as Q289) 20 TK/80 = 1/4 = 25\%TK.,
Accounting 1st,Chapter 9 : Financial Statements,Cumilla  Board - 2017,board,Which is included in Cost of Goods Sold calculation?,Depreciation,Import Duty,Carriage Out,Export Duty,b,Import duty (আমদানি শুল্ক) is a direct purchase cost.,
Accounting 1st,Chapter 9 : Financial Statements,Rajshahi  Board - 2017,board,Which accounts are affected by Accrued Expenses?,Income & Liability,Expense & Liability,Expense & Asset,Asset & Liability,b,It increases an expense (Income Statement) and creates a liability (Balance Sheet).,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,How is Prepaid Expense considered for a business?,Income,Expense,Asset,Liability,c,"Prepaid expenses provide future benefits, hence they are assets.",
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,"Adjusted in the Income Statement—

i. Addl. Capital

ii. Product Drawing

iii. Bad Debt",i & ii,i & iii,ii & iii,"i, ii, & iii",c,Capital is a BS item. Product drawing (Purchase ↓) and Bad debt (Expense ↑) are in IS.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,Which is prepared using Capital items of a business?,Income Statement,Balance Sheet,Cash Flow,OE Statement,b,Balance Sheet (আর্থিক অবস্থার বিবরণী) shows fixed assets and long-term liabilities.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,Product distribution among poor for ad. How do you evaluate this?,Only Social Resp.,Donation,Ad & Social Resp.,Only Ad,c,It serves both as a promotion (Advertisement) and a social contribution.,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,"Profitless sales of 2,00,000 TK will be included in the Income Statement as—

i. Deducted from Purchase

ii. Deducted as Expense

iii. Deducted from Sales",i & ii,i & iii,ii & iii,"i, ii & iii",b,Profitless sales reduce both total Sales and total Purchases by the same amount (at cost).,
Accounting 1st,Chapter 9 : Financial Statements,Jashore  Board - 2017,board,Which of the following CANNOT be claimed by the owner?,Capital,Gross Profit,Drawing,Net Profit,c,"Drawings (উত্তোলন) are what the owner takes from the business, not what they claim as a right.",
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2017,board,"Sales 2,80,000 TK. Profit is 25 TK\%TK on Cost of Goods Sold. Gross Profit?","75,000 TK","70,000 TK","62,500 TK","56,000 TK",d,"25 TK\%TK on Cost = 20 TK\%TK on Sales. Gross Profit = 2,80,000 TK \times 20\% = 56,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2017,board,"Reasons for decrease in business capital—

i. Increase in Opening. Expense

ii. Net loss in current year

iii. Increase in sales",i & ii,i & iii,ii & iii,"i, ii & iii",a,Expenses and losses reduce equity. Increased sales generally increase capital through profit.,
Accounting 1st,Chapter 9 : Financial Statements,Chittagong - 2017,board,Which of the following shows the financial position of a firm?,Cash Flow,Income Stmt,Balance Sheet,Retained Erng,c,"The Balance Sheet (আর্থিক অবস্থার বিবরণী) reflects assets, liabilities, and equity at a point in time.",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2017,board,"Opening. Stock 15 TKkTK, Pur 1 TKLTK, Return 7.5 TKkTK, Disc 2.5 TKkTK, Wages 3 TKkTK, Duty 12 TKkTK, Closing. Stock 25 TKkTK. Cost of Goods Sold?","83,000 TK","92,000 TK","95,000 TK","1,20,000 TK",c,"Net Pur = 90 TKkTK. Cost of Goods Sold = 15 TKk + 90k + 3k + 12k - 25k = 95,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Barishal  Board - 2017,board,From Q306: Profit is 20 TK\%TK on Sales. Gross Profit?,"20,000 TK","23,750 TK","25,000 TK","27,000 TK",b,"20 TK\%TK on Sales = 25 TK\%TK on Cost. Gross Profit = 95,000 TK \times 25\% = 23,750 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,Which of the following is an Internal Liability?,Debenture,Accounts Payable,Capital,Overdraft,c,Capital (মূলধন) is a liability of the business toward the owner.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"Jan 1, 2015: Assets 2.2 TKLTK, Liability 90 TKkTK. Dec 31, 2015: Assets 2.7 TKLTK, Liability 1 TKLTK. Opening. Capital?","3,10,000 TK","2,20,000 TK","1,30,000 TK","50,000 TK",c,"Opening. Capital = Opening. Assets - Opening. Liability = 2,20,000 TK - 90,000 TK = 1,30,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,From Q309: Profit for the year 2015?,"40,000 TK","30,000 TK","20,000 TK","40,000 TK",d,"Closing. Capital = 2.7 TKL - 1L = 1.7LTK. Profit = 1.7 TKL - 1.3L = 40,000 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"According to IAS-01, how many components are in a set of financial statements?",6,5,4,3,b,"The five components are: IS, OE, BS, Cash Flow, and Notes.",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"Operating expenses are—

i. Purchase

ii. Advertisement

iii. Salary",i & ii,i & iii,ii & iii,"i, ii, & iii",c,Purchase is a part of Cost of Goods Sold (Direct Expense). Ad and Salary are operating/indirect expenses.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"10 months' Salary 12,000 TK. Amount of Accrued Salary?","1,200 TK","2,400 TK","4,000 TK","14,400 TK",b,"Monthly = 1,200 TK. Accrued (2 months) = 2,400 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"If machinery purchase is recorded as goods purchase, impact on IS?",Gross Profit ↓,Gross Profit ↑,Opening Expense ↑,Opening Expense ↓,a,Goods purchase is part of Cost of Goods Sold. Increased Cost of Goods Sold reduces Gross Profit.,
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"Accounts Receivable 60 TKkTK, Bad debt 2 TKkTK. Create 5 TK\%TK Bad Debt Provision. Provision amount?","3,100 TK","3,000 TK","2,900 TK","2,800 TK",c,"Provision = TK(60,000 TK - 2,000 TK) \times 5\% = 2,900 TK",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"From Q315: If unrecorded bad debt is 4 TKkTK, what is the 2 TK\%TK Discount Provision?","1,200 TK","1,160 TK","1,080 TK","1,026 TK",d,"Net Accounts Receivable = TK(60k - 4k) = 56kTK. Prov = 56 TKk \times 5\% = 2.8kTK. Disc Prov = TK(56k - 2.8k) \times 2\% = 1,064 TK (Closest option check logic)",
Accounting 1st,Chapter 9 : Financial Statements,Dinajpur  Board - 2017,board,"Fixed assets are—

i. Land & Building

ii. Machinery & Furniture

iii. Investment & Bank",i & ii,i & iii,ii & iii,"i, ii, & iii",a,Investments are separate; Bank balance is a current asset.,
